Brand,Year of Manufacture,Condition,Mileage,Engine Size,Fuel,Transmission,Price
LEXUS,2005,Nigerian Used,268389,3000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2008,Nigerian Used,101224,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2007,Nigerian Used,201547,2700,Petrol,Automatic,"?3,120,000.00"
FORD,2012,Nigerian Used,114305,2500,Petrol,Automatic,"?2,100,000.00"
NISSAN,2008,Foreign Used,113279,3500,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2016,Nigerian Used,49604,1800,Petrol,Automatic,"?5,200,000.00"
MERCEDES-BENZ,2010,Nigerian Used,161785,3500,Petrol,Automatic,"?5,550,000.00"
HYUNDAI,2011,Foreign Used,89090,2400,Petrol,Automatic,"?4,160,000.00"
LEXUS,2008,Nigerian Used,136552,2500,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2017,Nigerian Used,99735,2400,Petrol,Automatic,"?10,500,000.00"
FORD,2007,Nigerian Used,95227,3500,Petrol,Automatic,"?2,600,000.00"
LEXUS,2008,Foreign Used,149092,3500,Petrol,Automatic,"?5,145,000.00"
TOYOTA,2004,Nigerian Used,261074,2400,Petrol,Automatic,"?3,120,000.00"
DODGE,2004,Nigerian Used,396150,3700,Petrol,Automatic,"?1,575,000.00"
TOYOTA,2009,Nigerian Used,276128,1500,Hybrid,Automatic,"?2,625,000.00"
TOYOTA,2015,Nigerian Used,65786,3500,Petrol,Automatic,"?6,552,000.00"
LEXUS,2007,Nigerian Used,241931,3500,Petrol,Automatic,"?4,888,000.00"
HYUNDAI,2011,Foreign Used,196330,1800,Petrol,Automatic,"?4,160,000.00"
TOYOTA,2011,Nigerian Used,115034,2700,Petrol,Automatic,"?6,968,000.00"
TOYOTA,2003,Nigerian Used,342633,4000,Petrol,Automatic,"?2,300,000.00"
TOYOTA,2007,Nigerian Used,333942,3500,Petrol,Automatic,"?2,600,000.00"
FORD,2013,Nigerian Used,99988,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2005,Foreign Used,140590,2400,Petrol,Automatic,"?2,808,000.00"
LEXUS,2008,Nigerian Used,136552,2500,Petrol,Automatic,"?2,520,000.00"
KIA,2013,Nigerian Used,37455,3500,Petrol,Automatic,"?3,412,500.00"
TOYOTA,2009,Nigerian Used,269616,1800,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2003,Foreign Used,308967,3000,Petrol,Automatic,"?2,415,103.00"
SSANGYONG,2009,Nigerian Used,155231,2400,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2010,Foreign Used,189486,1800,Petrol,Automatic,"?3,570,000.00"
LEXUS,2002,Nigerian Used,218353,3000,Petrol,Automatic,"?1,995,000.00"
KIA,2015,Nigerian Used,88662,3300,Petrol,Automatic,"?10,500,000.00"
TOYOTA,2007,Nigerian Used,312282,3500,Petrol,Automatic,"?2,496,000.00"
TOYOTA,2009,Nigerian Used,164957,3500,Petrol,Automatic,"?2,808,000.00"
TOYOTA,2012,Nigerian Used,179951,5700,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2010,Foreign Used,163019,1800,Petrol,Automatic,"?3,780,000.00"
TOYOTA,2014,Nigerian Used,71601,1800,Petrol,Automatic,"?4,410,000.00"
HYUNDAI,2011,Nigerian Used,99145,18,Petrol,Automatic,"?3,120,000.00"
ACURA,2006,Nigerian Used,112158,3500,Petrol,Automatic,"?1,872,000.00"
TOYOTA,2010,Nigerian Used,188499,2500,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2011,Nigerian Used,144248,2500,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2009,Nigerian Used,1449691,1600,Petrol,Automatic,"?2,860,000.00"
TOYOTA,2003,Foreign Used,151679,1800,Petrol,Automatic,"?2,496,000.00"
CHEVROLET,2008,Nigerian Used,221552,2400,Hybrid,Automatic,"?2,047,500.00"
TOYOTA,2010,Foreign Used,210366,2500,Petrol,Automatic,"?5,616,000.00"
MERCEDES-BENZ,2012,Nigerian Used,280907,3500,Petrol,Automatic,"?3,780,000.00"
TOYOTA,2013,Nigerian Used,76486,2400,Petrol,Automatic,"?3,744,000.00"
TOYOTA,2007,Nigerian Used,115055,2400,Petrol,Automatic,"?2,600,000.00"
LEXUS,2002,Nigerian Used,221831,3000,Petrol,Automatic,"?2,184,000.00"
TOYOTA,2012,Nigerian Used,93685,1800,Petrol,Automatic,"?4,160,000.00"
JEEP,2007,Nigerian Used,75157,3700,Petrol,Automatic,"?1,575,000.00"
KIA,2012,Nigerian Used,145309,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2009,Nigerian Used,264799,2400,Petrol,Automatic,"?2,205,000.00"
KIA,2016,Foreign Used,77152,3000,Petrol,Automatic,"?9,450,000.00"
HYUNDAI,2010,Nigerian Used,112204,2200,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2009,Nigerian Used,236354,2400,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2004,Nigerian Used,261074,2400,Petrol,Automatic,"?3,120,000.00"
LEXUS,2003,Nigerian Used,191482,3000,Petrol,Automatic,"?1,995,000.00"
ACURA,2010,Nigerian Used,168926,3000,Petrol,Automatic,"?4,056,000.00"
CHEVROLET,2014,Nigerian Used,87498,1600,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2004,Nigerian Used,267928,3300,Petrol,Automatic,"?2,288,000.00"
MERCEDES-BENZ,2010,Foreign Used,53401,3500,Petrol,Automatic,"?6,310,000.00"
LEXUS,2002,Nigerian Used,190875,3000,Petrol,Automatic,"?2,184,000.00"
TOYOTA,2015,Nigerian Used,65786,3500,Petrol,Automatic,"?6,552,000.00"
TOYOTA,2005,Foreign Used,279479,3000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2009,Nigerian Used,125589,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2009,Nigerian Used,234265,2400,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2003,Nigerian Used,270359,4700,Petrol,Automatic,"?2,548,000.00"
FORD,2008,Nigerian Used,252855,3500,Petrol,Automatic,"?1,680,000.00"
TOYOTA,2008,Foreign Used,342589,1800,Petrol,Automatic,"?3,150,000.00"
PONTIAC,2010,Nigerian Used,95122,1800,Petrol,Automatic,"?3,255,000.00"
TOYOTA,2014,Nigerian Used,77468,1800,Petrol,Automatic,"?4,515,000.00"
FORD,2013,Nigerian Used,31192,1600,Petrol,Automatic,"?4,680,000.00"
KIA,2012,Nigerian Used,145309,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2004,Nigerian Used,261065,3300,Petrol,Automatic,"?2,288,000.00"
ACURA,2010,Nigerian Used,168926,3000,Petrol,Automatic,"?4,056,000.00"
TOYOTA,2007,Nigerian Used,87034,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,128309,2500,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2006,Nigerian Used,395083,3300,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2003,Nigerian Used,270359,4700,Petrol,Automatic,"?2,548,000.00"
HYUNDAI,2014,Nigerian Used,91219,2000,Petrol,Automatic,"?4,725,000.00"
MERCEDES-BENZ,2010,Nigerian Used,74039,3500,Petrol,Automatic,"?5,040,000.00"
TOYOTA,2009,Nigerian Used,125589,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2009,Nigerian Used,236354,2400,Petrol,Automatic,"?2,600,000.00"
HYUNDAI,2019,Nigerian Used,43168,1600,Petrol,Automatic,"?6,825,000.00"
TOYOTA,2008,Nigerian Used,318285,2400,Petrol,Automatic,"?2,964,000.00"
TOYOTA,2007,Nigerian Used,299527,2400,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2013,Nigerian Used,194940,1800,Petrol,Automatic,"?3,536,000.00"
TOYOTA,2007,Nigerian Used,115055,2400,Petrol,Automatic,"?2,600,000.00"
KIA,2013,Nigerian Used,134013,3800,Petrol,Automatic,"?4,410,000.00"
TOYOTA,2008,Foreign Used,342589,1800,Petrol,Automatic,"?3,150,000.00"
PONTIAC,2003,Nigerian Used,175447,1800,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2003,Foreign Used,308967,3000,Petrol,Automatic,"?2,415,103.00"
LEXUS,2002,Nigerian Used,180360,3300,Petrol,Automatic,"?2,080,000.00"
TOYOTA,2007,Nigerian Used,23909,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,1998,Nigerian Used,188782,3000,Petrol,Automatic,"?1,560,000.00"
TOYOTA,2011,Nigerian Used,168744,3500,Petrol,Automatic,"?4,515,000.00"
HYUNDAI,2011,Foreign Used,289790,4600,Petrol,Automatic,"?3,150,000.00"
MERCEDES-BENZ,2010,Foreign Used,53401,3500,Petrol,Automatic,"?6,310,000.00"
TOYOTA,2009,Nigerian Used,11582,3500,Petrol,AMT,"?4,200,000.00"
TOYOTA,2008,Nigerian Used,105864,2400,Petrol,Automatic,"?2,600,000.00"
KIA,2005,Foreign Used,200156,2900,Diesel,Automatic,"?2,205,000.00"
LEXUS,2006,Nigerian Used,214198,2500,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2005,Foreign Used,140590,2400,Petrol,Automatic,"?2,808,000.00"
KIA,2010,Foreign Used,112196,2000,Petrol,Automatic,"?2,940,000.00"
KIA,2017,Foreign Used,47979,2400,Petrol,Automatic,"?6,300,000.00"
TOYOTA,2010,Nigerian Used,222962,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2010,Nigerian Used,188499,2500,Petrol,Automatic,"?3,120,000.00"
FORD,2014,Nigerian Used,67462,1600,Petrol,Automatic,"?2,205,000.00"
KIA,2015,Nigerian Used,62440,35000,Petrol,Automatic,"?7,350,000.00"
TOYOTA,2007,Nigerian Used,333942,3500,Petrol,Automatic,"?2,600,000.00"
PONTIAC,2010,Nigerian Used,95122,1800,Petrol,Automatic,"?3,255,000.00"
TOYOTA,2008,Nigerian Used,77035,2400,Petrol,Automatic,"?2,500,000.00"
TOYOTA,2009,Nigerian Used,185182,1800,Petrol,Automatic,"?2,835,000.00"
KIA,2010,Foreign Used,112196,2000,Petrol,Automatic,"?2,940,000.00"
KIA,2017,Foreign Used,47979,2400,Petrol,Automatic,"?6,300,000.00"
LEXUS,2001,Nigerian Used,336469,3000,Petrol,Automatic,"?1,680,000.00"
LEXUS,2006,Nigerian Used,79526,3300,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,185182,1800,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2004,Nigerian Used,100399,3000,Petrol,Automatic,"?2,184,000.00"
FORD,2014,Nigerian Used,67462,1600,Petrol,Automatic,"?2,205,000.00"
HYUNDAI,2009,Foreign Used,113451,3300,Petrol,Automatic,"?2,940,000.00"
MAZDA,2006,Foreign Used,222788,2700,Petrol,Automatic,"?2,415,000.00"
LEXUS,2007,Nigerian Used,241931,3500,Petrol,Automatic,"?4,888,000.00"
HYUNDAI,2013,Nigerian Used,98359,1800,Petrol,Automatic,"?3,016,000.00"
LEXUS,2005,Nigerian Used,268389,3000,Petrol,Automatic,"?2,415,000.00"
KIA,2011,Nigerian Used,75459,1600,Petrol,Automatic,"?3,675,000.00"
MERCEDES-BENZ,2010,Foreign Used,53401,3500,Petrol,Automatic,"?6,310,000.00"
TOYOTA,1996,Nigerian Used,111185,2400,Petrol,Automatic,"?1,837,500.00"
TOYOTA,2007,Nigerian Used,111237,2400,Petrol,Automatic,"?2,100,000.00"
LEXUS,2001,Nigerian Used,336469,3000,Petrol,Automatic,"?1,680,000.00"
MAZDA,2007,Foreign Used,322125,3500,Petrol,Automatic,"?4,004,000.00"
TOYOTA,2011,Nigerian Used,104659,2700,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2017,Nigerian Used,8383,4000,Petrol,Automatic,"?34,650,000.00"
HYUNDAI,2009,Foreign Used,113451,3300,Petrol,Automatic,"?2,940,000.00"
KIA,2012,Nigerian Used,102168,2000,Petrol,Automatic,"?2,625,000.00"
MAZDA,2008,Nigerian Used,147971,3700,Petrol,Automatic,"?3,328,000.00"
MAZDA,2010,Foreign Used,340782,3700,Petrol,Automatic,"?4,700,000.00"
FORD,2014,Nigerian Used,67462,1600,Petrol,Automatic,"?2,205,000.00"
LEXUS,2007,Nigerian Used,392106,3500,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2007,Nigerian Used,191305,2000,Petrol,Automatic,"?2,310,000.00"
LAND ROVER,2006,Nigerian Used,232306,4400,Petrol,Automatic,"?2,100,000.00"
MAZDA,2010,Foreign Used,97408,35,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2003,Foreign Used,174261,2400,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2007,Foreign Used,120976,1800,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2003,Nigerian Used,138465,4700,Petrol,Automatic,"?2,496,000.00"
LEXUS,2006,Nigerian Used,369464,4300,Petrol,Automatic,"?2,808,000.00"
HYUNDAI,2014,Nigerian Used,147705,2000,Petrol,Automatic,"?3,255,000.00"
HYUNDAI,2007,Foreign Used,178427,3500,Petrol,Automatic,"?3,588,000.00"
MAZDA,2009,Nigerian Used,225215,2500,Petrol,Automatic,"?3,255,000.00"
TOYOTA,2004,Nigerian Used,168851,4700,Petrol,Automatic,"?2,100,000.00"
KIA,2011,Foreign Used,255053,2400,Petrol,Automatic,"?6,300,000.00"
TOYOTA,2004,Nigerian Used,205052,1800,Petrol,Automatic,"?2,080,000.00"
DODGE,2013,Foreign Used,159980,3600,Petrol,Automatic,"?6,825,000.00"
LEXUS,2006,Nigerian Used,176236,3500,Petrol,Automatic,"?2,520,000.00"
FORD,2008,Foreign Used,468957,2200,Diesel,Manual,"?3,675,000.00"
TOYOTA,2003,Nigerian Used,138465,4700,Petrol,Automatic,"?2,496,000.00"
TOYOTA,2008,Nigerian Used,238846,2400,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2009,Nigerian Used,197338,1800,Petrol,Automatic,"?2,704,000.00"
NISSAN,2013,Nigerian Used,73259,1800,Petrol,Automatic,"?2,520,000.00"
CHANGAN,2020,Nigerian Used,56833,1400,Electric,Automatic,"?8,400,000.00"
LEXUS,2004,Nigerian Used,261065,3000,Petrol,Automatic,"?2,730,000.00"
MAZDA,2010,Foreign Used,97408,35,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2007,Nigerian Used,149913,3500,Petrol,Automatic,"?2,392,000.00"
FORD,2010,Foreign Used,178744,2500,Petrol,Automatic,"?2,310,000.00"
MAZDA,2009,Nigerian Used,225215,2500,Petrol,Automatic,"?3,255,000.00"
LEXUS,2013,Nigerian Used,89456,3500,Petrol,Automatic,"?8,400,000.00"
MAZDA,2007,Foreign Used,281661,3500,Petrol,Automatic,"?3,045,000.00"
TOYOTA,2009,Nigerian Used,231068,2400,Petrol,Automatic,"?3,120,000.00"
KIA,2011,Foreign Used,255053,2400,Petrol,Automatic,"?6,300,000.00"
TOYOTA,2007,Foreign Used,154034,1800,Petrol,Automatic,"?3,150,000.00"
MAZDA,2014,Foreign Used,82730,2500,Petrol,Automatic,"?6,825,000.00"
TOYOTA,2007,Nigerian Used,273815,3500,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,104556,1800,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2009,Nigerian Used,123694,2400,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2006,Nigerian Used,244183,3500,Petrol,Automatic,"?2,100,000.00"
TOYOTA,2009,Nigerian Used,98680,1800,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2004,Nigerian Used,205052,1800,Petrol,Automatic,"?2,080,000.00"
LEXUS,2007,Nigerian Used,320448,3500,Petrol,Automatic,"?3,150,000.00"
MAZDA,2008,Foreign Used,129518,3500,Petrol,Automatic,"?3,360,000.00"
LEXUS,2006,Nigerian Used,176236,3500,Petrol,Automatic,"?2,520,000.00"
TOYOTA,2010,Nigerian Used,165453,2700,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2009,Nigerian Used,223476,2400,Petrol,Automatic,"?2,415,000.00"
MAZDA,2007,Foreign Used,322125,3500,Petrol,Automatic,"?4,004,000.00"
HYUNDAI,2011,Nigerian Used,107347,2400,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2007,Nigerian Used,226971,2400,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2007,Nigerian Used,191305,2000,Petrol,Automatic,"?2,310,000.00"
LEXUS,2009,Foreign Used,127446,3500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2008,Nigerian Used,104417,3500,Petrol,Automatic,"?6,136,000.00"
MERCEDES-BENZ,2006,Nigerian Used,104613,5000,Petrol,Automatic,"?3,640,000.00"
TOYOTA,2006,Nigerian Used,92498,2500,Petrol,Automatic,"?2,625,000.00"
LEXUS,2008,Nigerian Used,269685,3500,Petrol,Automatic,"?2,940,000.00"
KIA,2012,Nigerian Used,102168,2000,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2014,Nigerian Used,151900,2500,Petrol,Automatic,"?4,042,500.00"
TOYOTA,2011,Foreign Used,68605,1800,Petrol,Automatic,"?4,368,000.00"
ACURA,2004,Nigerian Used,231349,3500,Petrol,Automatic,"?2,402,400.00"
HONDA,2013,Foreign Used,258863,2400,Petrol,Automatic,"?6,500,000.00"
TOYOTA,2008,Nigerian Used,77035,2400,Petrol,Automatic,"?2,500,000.00"
TOYOTA,2009,Nigerian Used,231068,2400,Petrol,Automatic,"?3,120,000.00"
TOYOTA,2009,Nigerian Used,102826,2400,Petrol,Automatic,"?2,912,000.00"
TOYOTA,2006,Nigerian Used,92498,2500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2007,Nigerian Used,89114,2000,Petrol,Automatic,"?2,415,000.00"
TOYOTA,2004,Nigerian Used,455552,2000,Petrol,Automatic,"?2,080,000.00"
LEXUS,2006,Nigerian Used,214198,2500,Petrol,Automatic,"?2,310,000.00"
MAZDA,2010,Foreign Used,236399,3700,Petrol,Automatic,"?4,500,000.00"
TOYOTA,2006,Nigerian Used,145601,3300,Petrol,Automatic,"?2,652,000.00"
TOYOTA,2011,Foreign Used,68605,1800,Petrol,Automatic,"?4,368,000.00"
TOYOTA,2006,Nigerian Used,171890,3500,Petrol,Automatic,"?2,496,000.00"
MERCEDES-BENZ,2006,Nigerian Used,59225,3500,Petrol,Automatic,"?3,360,000.00"
TOYOTA,2009,Nigerian Used,11582,3500,Petrol,AMT,"?4,200,000.00"
TOYOTA,2010,Foreign Used,210366,2500,Petrol,Automatic,"?5,616,000.00"
TOYOTA,2010,Nigerian Used,189739,2500,Petrol,Automatic,"?3,432,000.00"
LINCOLN,2009,Foreign Used,119687,3500,Petrol,Automatic,"?6,090,000.00"
MERCEDES-BENZ,2008,Nigerian Used,151790,3000,Petrol,Automatic,"?3,150,000.00"
LEXUS,2007,Nigerian Used,178350,3500,Petrol,Automatic,"?2,835,000.00"
ACURA,2004,Nigerian Used,163082,3500,Petrol,Automatic,"?1,560,000.00"
LEXUS,2007,Nigerian Used,171560,3500,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2009,Nigerian Used,168947,1800,Petrol,Automatic,"?3,328,000.00"
MAZDA,2007,Nigerian Used,131038,23000,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2012,Nigerian Used,145064,2500,Petrol,Automatic,"?4,368,000.00"
CHRYSLER,2005,Nigerian Used,248802,5700,Petrol,Automatic,"?2,625,000.00"
MAZDA,2008,Foreign Used,284391,3700,Petrol,Automatic,"?3,990,000.00"
MERCEDES-BENZ,2006,Nigerian Used,104613,5000,Petrol,Automatic,"?3,640,000.00"
TOYOTA,2004,Foreign Used,235467,2400,Petrol,Automatic,"?2,520,000.00"
KIA,2009,Foreign Used,231640,3800,Petrol,Automatic,"?4,305,000.00"
TOYOTA,2007,Nigerian Used,88742,3500,Petrol,Automatic,"?1,995,000.00"
KIA,2011,Nigerian Used,125110,1600,Petrol,Automatic,"?3,675,000.00"
FORD,2011,Nigerian Used,273106,3000,Petrol,Automatic,"?2,310,000.00"
HONDA,2009,Foreign Used,511741,3500,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2007,Foreign Used,100605,3500,Petrol,Automatic,"?2,415,000.00"
CHEVROLET,2010,Foreign Used,165454,2200,Petrol,Automatic,"?1,995,000.00"
MAZDA,2008,Nigerian Used,263513,3700,Petrol,Automatic,"?2,912,000.00"
LEXUS,2010,Foreign Used,127721,3500,Petrol,Automatic,"?3,675,000.00"
MAZDA,2007,Nigerian Used,160611,3500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2005,Nigerian Used,213683,2400,Petrol,Automatic,"?1,575,000.00"
LEXUS,2006,Nigerian Used,79526,3300,Petrol,Automatic,"?2,100,000.00"
MERCEDES-BENZ,2012,Nigerian Used,120467,3500,Petrol,Automatic,"?4,200,000.00"
TOYOTA,2012,Nigerian Used,180350,1800,Petrol,Automatic,"?2,940,000.00"
TOYOTA,2006,Nigerian Used,171890,3500,Petrol,Automatic,"?2,496,000.00"
MERCEDES-BENZ,2008,Foreign Used,117859,3500,Petrol,Automatic,"?5,250,000.00"
TOYOTA,2003,Nigerian Used,112583,3000,Petrol,Automatic,"?2,100,000.00"
HONDA,2007,Foreign Used,494286,1500,Petrol,Automatic,"?2,467,500.00"
ACURA,2004,Nigerian Used,231349,3500,Petrol,Automatic,"?2,402,400.00"
TOYOTA,2005,Nigerian Used,270932,3300,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2009,Nigerian Used,102826,2400,Petrol,Automatic,"?2,912,000.00"
MAZDA,2010,Foreign Used,150378,2500,Petrol,Automatic,"?3,150,000.00"
MAZDA,2010,Nigerian Used,116506,3700,Petrol,Automatic,"?3,465,000.00"
KIA,2011,Nigerian Used,73402,2400,Petrol,Automatic,"?3,255,000.00"
KIA,2011,Nigerian Used,73402,2400,Petrol,Automatic,"?3,255,000.00"
LEXUS,2007,Nigerian Used,178350,3500,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2009,Nigerian Used,186272,2400,Petrol,Automatic,"?2,310,000.00"
TOYOTA,2013,Foreign Used,171738,1800,Petrol,Automatic,"?4,935,000.00"
TOYOTA,2007,Nigerian Used,273815,3500,Petrol,Automatic,"?2,100,000.00"
HYUNDAI,2011,Nigerian Used,104500,2000,Petrol,Automatic,"?2,257,500.00"
TOYOTA,2006,Foreign Used,319745,3300,Petrol,Automatic,"?3,517,500.00"
ACURA,2005,Nigerian Used,309945,3500,Petrol,Automatic,"?1,716,000.00"
LEXUS,2007,Nigerian Used,171560,3500,Petrol,Automatic,"?2,625,000.00"
NISSAN,2008,Nigerian Used,121104,5600,Petrol,Automatic,"?3,675,000.00"
TOYOTA,2012,Foreign Used,105005,1800,Petrol,Automatic,"?4,888,000.00"
TOYOTA,2004,Nigerian Used,365526,2400,Petrol,Automatic,"?1,575,000.00"
KIA,2008,Foreign Used,143438,2000,Petrol,Automatic,"?3,570,000.00"
TOYOTA,2009,Nigerian Used,104556,1800,Petrol,Automatic,"?2,415,000.00"
FORD,2008,Foreign Used,468957,2200,Diesel,Manual,"?3,675,000.00"
TOYOTA,2008,Nigerian Used,152660,3500,Petrol,Automatic,"?2,415,000.00"
FORD,2009,Nigerian Used,103814,3500,Petrol,Automatic,"?2,100,000.00"
MAZDA,2005,Foreign Used,168057,2400,Petrol,Manual,"?2,100,000.00"
HYUNDAI,2015,Nigerian Used,86603,1600,Petrol,Automatic,"?4,725,000.00"
TOYOTA,2005,Foreign Used,303093,2000,Petrol,Automatic,"?2,625,000.00"
HYUNDAI,2009,Foreign Used,33022,3800,Petrol,Automatic,"?6,825,000.00"
MERCEDES-BENZ,2010,Nigerian Used,87147,3500,Petrol,Automatic,"?7,280,000.00"
MERCEDES-BENZ,2009,Nigerian Used,189850,3500,Petrol,Automatic,"?5,200,000.00"
TOYOTA,2005,Nigerian Used,66653,2500,Petrol,Automatic,"?1,976,000.00"
MAZDA,2010,Foreign Used,236399,3700,Petrol,Automatic,"?4,500,000.00"
CHEVROLET,2014,Foreign Used,200051,1400,Petrol,Automatic,"?2,205,000.00"
TOYOTA,2011,Nigerian Used,69658,2400,Petrol,Automatic,"?4,095,000.00"
MAZDA,2011,Foreign Used,162660,3000,Petrol,Automatic,"?3,990,000.00"
TOYOTA,2009,Nigerian Used,145302,1800,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2004,Nigerian Used,220918,2400,Petrol,Automatic,"?1,872,000.00"
DODGE,2013,Foreign Used,159980,3600,Petrol,Automatic,"?6,825,000.00"
TOYOTA,2011,Foreign Used,63231,1800,Petrol,Automatic,"?3,780,000.00"
MAZDA,2011,Foreign Used,208901,2000,Petrol,Automatic,"?2,310,000.00"
NISSAN,2008,Nigerian Used,121104,5600,Petrol,Automatic,"?3,675,000.00"
KIA,2013,Nigerian Used,110516,2000,Petrol,Automatic,"?4,368,000.00"
HYUNDAI,2009,Foreign Used,33022,3800,Petrol,Automatic,"?6,825,000.00"
TOYOTA,2000,Nigerian Used,322133,3000,Petrol,Automatic,"?1,976,000.00"
KIA,2005,Nigerian Used,83514,3500,Petrol,Automatic,"?9,975,000.00"
LEXUS,2004,Nigerian Used,261065,3000,Petrol,Automatic,"?2,730,000.00"
TOYOTA,2010,Nigerian Used,148309,2400,Petrol,Automatic,"?4,160,000.00"
MAZDA,2010,Foreign Used,150378,2500,Petrol,Automatic,"?3,150,000.00"
TOYOTA,2008,Nigerian Used,287183,2400,Hybrid,Automatic,"?2,704,000.00"
LEXUS,2003,Nigerian Used,240470,3300,Petrol,Automatic,"?1,785,000.00"
TOYOTA,2007,Nigerian Used,188149,2400,Petrol,Automatic,"?2,310,000.00"
LEXUS,2004,Nigerian Used,298934,3300,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2009,Nigerian Used,107036,35000,Petrol,Automatic,"?2,496,000.00"
KIA,2015,Nigerian Used,96648,2000,Petrol,Automatic,"?8,400,000.00"
TOYOTA,2005,Nigerian Used,270932,3300,Petrol,Automatic,"?2,600,000.00"
TOYOTA,2006,Nigerian Used,303795,2400,Petrol,Automatic,"?2,625,000.00"
TOYOTA,2008,Foreign Used,91982,3500,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2007,Nigerian Used,97855,2400,Petrol,Automatic,"?2,500,000.00"
TOYOTA,2007,Foreign Used,201452,1800,Petrol,Automatic,"?2,860,000.00"
HONDA,2015,Foreign Used,147874,2400,Petrol,Automatic,"?6,300,000.00"
TOYOTA,2020,Nigerian Used,13668,3500,Petrol,Automatic,"?39,900,000.00"
HONDA,2011,Foreign Used,3621,3500,Petrol,Automatic,"?6,240,000.00"
PONTIAC,2009,Foreign Used,104913,2000,Petrol,Automatic,"?3,744,000.00"
MERCEDES-BENZ,2010,Foreign Used,125289,33,Petrol,Automatic,"?5,145,000.00"
TOYOTA,2008,Foreign Used,315910,1800,Petrol,Automatic,"?2,887,500.00"
MERCEDES-BENZ,2006,Nigerian Used,96521,3500,Petrol,Automatic,"?3,640,000.00"
TOYOTA,2007,Foreign Used,312351,1800,Petrol,Automatic,"?2,992,500.00"
MERCEDES-BENZ,2008,Nigerian Used,151790,3000,Petrol,Automatic,"?3,150,000.00"
ACURA,2004,Nigerian Used,163082,3500,Petrol,Automatic,"?1,560,000.00"
HONDA,2007,Foreign Used,283271,3500,Petrol,Automatic,"?3,150,000.00"
CHEVROLET,2007,Nigerian Used,189761,2500,Petrol,Automatic,"?2,835,000.00"
TOYOTA,2005,Foreign Used,105443,1800,Petrol,Automatic,"?3,068,000.00"
ACURA,2010,Nigerian Used,141652,3500,Petrol,Automatic,"?3,328,000.00"
JAGUAR,2004,Nigerian Used,159638,3000,Petrol,Automatic,"?1,575,000.00"
